Starting up run ID 5D58BD, poll time is 5m, back testing is True
Starting up run ID D38945, poll time is 5m, back testing is True
Starting up run ID 25C059, poll time is 5m, back testing is True
Starting up run ID C69DC6, poll time is 5m, back testing is True
Starting up run ID D240F8, poll time is 5m, back testing is True
Starting up run ID 15C73D, poll time is 5m, back testing is True
Starting up run ID 2FDD18, poll time is 5m, back testing is True
Starting up run ID 8E854A, poll time is 5m, back testing is True
Starting up run ID B5E1E0, poll time is 5m, back testing is True
Starting up run ID 99EEB7, poll time is 5m, back testing is True
Starting up run ID AB202A, poll time is 5m, back testing is True
Starting up run ID D019E9, poll time is 5m, back testing is True
Starting up run ID 254810, poll time is 5m, back testing is True
Starting up run ID 49BA7F, poll time is 5m, back testing is True
Starting up run ID D815AC, poll time is 5m, back testing is True
Starting up run ID E2D832, poll time is 5m, back testing is True
Starting up run ID F91DBC, poll time is 5m, back testing is True
Starting up run ID F830F4, poll time is 5m, back testing is True
Starting up run ID 6A85A1, poll time is 5m, back testing is True
Starting up run ID 9C374D, poll time is 5m, back testing is True
Starting up run ID 72B8E2, poll time is 5m, back testing is False
Starting up run ID 84ADC4: interval=5m, back_testing=False, real_money_trading=False
Finished analysing 2022-05-27 01:40:00+00:00, sleeping for 200.0s
Finished analysing 2022-05-27 01:40:00+00:00, sleeping for 164.0s
Starting up run ID 25DD4F: interval=5m, back_testing=False, real_money_trading=True
Starting up run ID A67E35: interval=5m, back_testing=False, real_money_trading=True
Starting up run ID BD5E5A: interval=5m, back_testing=False, real_money_trading=True
Starting up run ID 407B63: interval=5m, back_testing=False, real_money_trading=True
Starting up run ID 869F53: interval=5m, back_testing=False, real_money_trading=True
Finished analysing 2022-05-27 02:00:00+00:00, sleeping for 262.0s
Finished analysing 2022-05-27 02:05:00+00:00, sleeping for 292.0s
Finished analysing 2022-05-27 02:10:00+00:00, sleeping for 292.0s
Finished analysing 2022-05-27 02:15:00+00:00, sleeping for 292.0s
Starting up run ID E8580F: interval=5m, back_testing=False, real_money_trading=True
Starting up run ID CA0D05: interval=5m, back_testing=False, real_money_trading=False
Starting up run ID 4258CD: interval=5m, back_testing=False, real_money_trading=False
Starting up run ID F66CA2: interval=5m, back_testing=False, real_money_trading=False
Finished analysing 2022-05-27 06:45:00+00:00, sleeping for 379.0s
Starting up run ID A218BE: interval=5m, back_testing=False, real_money_trading=False
Starting up run ID AB4551: interval=5m, back_testing=False, real_money_trading=False
Finished analysing 2022-05-27 06:50:00+00:00, sleeping for 140.0s
Finished analysing 2022-05-27 06:55:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-27 07:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:05:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-27 07:10:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-27 07:15:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-27 07:20:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:25:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:30:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:35:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:40:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-27 07:45:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:50:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 07:55:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-27 08:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:05:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:10:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-27 08:20:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:25:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-27 08:30:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:35:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-27 08:40:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:45:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 08:50:00+00:00, sleeping for 290.0s
Finished analysing 2022-05-27 08:55:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:05:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:10:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:15:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:20:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:25:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:30:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:35:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-27 09:40:00+00:00, sleeping for 182.0s
Finished analysing 2022-05-28 00:50:00+00:00, sleeping for 279.0s
Finished analysing 2022-05-28 00:55:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 01:00:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 01:05:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 01:10:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 01:15:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 01:20:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 01:25:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 01:30:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 01:35:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 01:40:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 01:45:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 01:50:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 01:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 02:00:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 02:05:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 02:10:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 02:15:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 02:20:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 02:25:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 02:30:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 02:35:00+00:00, sleeping for 283.0s
Finished analysing 2022-05-28 02:40:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 02:45:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 02:50:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 02:55:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 03:00:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 03:05:00+00:00, sleeping for 279.0s
Finished analysing 2022-05-28 03:10:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 03:15:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 03:20:00+00:00, sleeping for 279.0s
Starting up run ID 0A20C6: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID 13BF70: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID B7C8D7: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID 6A8C40: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID AAD433: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID A8E1EE: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID 1AD415: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID 6C905E: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID 6E68C1: interval=5m, back_testing=True, real_money_trading=False
Starting up run ID DACBA1: interval=5m, back_testing=False, real_money_trading=False
Finished analysing 2022-05-28 11:45:00+00:00, sleeping for 369.0s
Finished analysing 2022-05-28 11:55:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 12:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 12:05:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 12:10:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 12:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 12:20:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 12:25:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 12:30:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 12:35:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 12:40:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 12:45:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 12:50:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 12:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 13:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:05:00+00:00, sleeping for 281.0s
Finished analysing 2022-05-28 13:10:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 13:20:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 13:25:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 13:30:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:35:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:40:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:45:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:50:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 13:55:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 14:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 14:05:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 14:10:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 14:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 14:20:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 14:25:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 14:30:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 14:35:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 14:40:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 14:45:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 14:50:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 14:55:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 15:00:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 15:05:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 15:10:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 15:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 15:20:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 15:25:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 15:30:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 15:35:00+00:00, sleeping for 283.0s
Finished analysing 2022-05-28 15:40:00+00:00, sleeping for 283.0s
Finished analysing 2022-05-28 15:45:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 15:50:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 15:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 16:00:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 16:05:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 16:10:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 16:15:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 16:20:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 16:25:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 16:30:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 16:35:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 16:40:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 16:45:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 16:50:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 16:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 17:00:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 17:05:00+00:00, sleeping for 283.0s
Finished analysing 2022-05-28 17:10:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 17:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-05-28 17:20:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 17:25:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 17:30:00+00:00, sleeping for 289.0s
Finished analysing 2022-05-28 17:35:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 17:40:00+00:00, sleeping for 284.0s
Finished analysing 2022-05-28 17:45:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 17:50:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 17:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-05-28 18:00:00+00:00, sleeping for 285.0s
Finished analysing 2022-05-28 18:05:00+00:00, sleeping for 286.0s
Finished analysing 2022-05-28 18:10:00+00:00, sleeping for 278.0s
Finished analysing 2022-05-28 18:15:00+00:00, sleeping for 283.0s
Finished analysing 2022-05-28 18:20:00+00:00, sleeping for 281.0s
Finished analysing 2022-05-28 18:25:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 18:30:00+00:00, sleeping for 282.0s
Finished analysing 2022-05-28 18:35:00+00:00, sleeping for 285.0s
Starting up run ID A62ADB: interval=5m, run_type=back_test
Starting up run ID A956B9: interval=5m, run_type=back_test
Starting up run ID 7A4F34: interval=5m, run_type=back_test
Starting up run ID 19A214: interval=5m, run_type=back_test
Starting up run ID 017E75: interval=5m, run_type=back_test
Starting up run ID 9C3AE5: interval=5m, run_type=back_test
Starting up run ID BE69D4: interval=5m, run_type=back_test
Starting up run ID 632922: interval=5m, run_type=back_test
Starting up run ID 2E0361: interval=5m, run_type=back_test
Starting up run ID BC6069: interval=5m, run_type=back_test
Starting up run ID DFB7D7: interval=5m, run_type=back_test
Starting up run ID 23514A: interval=5m, run_type=back_test
Starting up run ID 67C5F6: interval=5m, run_type=back_test
Starting up run ID BEDE74: interval=5m, run_type=back_test
Starting up run ID 8351CF: interval=5m, run_type=back_test
Starting up run ID 656FD4: interval=5m, run_type=back_test
Starting up run ID E7806B: interval=5m, run_type=back_test
Starting up run ID 61A044: interval=5m, run_type=back_test
Starting up run ID 8C6106: interval=5m, run_type=back_test
Starting up run ID F72AE3: interval=5m, run_type=back_test
Starting up run ID 1960B2: interval=5m, run_type=back_test
Starting up run ID D453A3: interval=5m, run_type=back_test
Starting up run ID 0764F5: interval=5m, run_type=back_test
Starting up run ID 38DAAD: interval=5m, run_type=back_test
Starting up run ID 1F976B: interval=5m, run_type=back_test
Starting up run ID 31889E: interval=5m, run_type=back_test
Starting up run ID E8C4A3: interval=5m, run_type=back_test
Starting up run ID 1668F9: interval=5m, run_type=back_test
Starting up run ID E78AF2: interval=5m, run_type=back_test
Starting up run ID E4A533: interval=5m, run_type=back_test
Starting up run ID E7D631: interval=5m, run_type=back_test
Starting up run ID 6712DD: interval=5m, run_type=back_test
Starting up run ID FF4EA1: interval=5m, run_type=back_test
Starting up run ID 866279: interval=5m, run_type=back_test
Starting up run ID A37D95: interval=5m, run_type=back_test
Starting up run ID D6746A: interval=5m, run_type=back_test
Starting up run ID 1FEDDB: interval=5m, run_type=back_test
Starting up run ID 736920: interval=5m, run_type=back_test
Starting up run ID AEAAC7: interval=5m, run_type=back_test
Starting up run ID 0EE217: interval=5m, run_type=back_test
Starting up run ID 2FE393: interval=5m, run_type=back_test
Starting up run ID 49A700: interval=5m, run_type=back_test
Starting up run ID 4A9082: interval=5m, run_type=back_test
Starting up run ID 3DE2D0: interval=5m, run_type=back_test
Starting up run ID 0DF94F: interval=5m, run_type=back_test
Starting up run ID DDFAF9: interval=5m, run_type=back_test
Starting up run ID FE2EBF: interval=5m, run_type=paper
Starting up run ID 8229AF: interval=5m, run_type=paper
Starting up run ID 8D33C2: interval=5m, run_type=paper
Starting up run ID FDDCEC: interval=5m, run_type=paper
Starting up run ID CF3029: interval=5m, run_type=paper
Starting up run ID BE2224: interval=5m, run_type=paper
Finished analysing 2022-06-01 10:15:00+00:00, sleeping for 256.0s
Finished analysing 2022-06-01 10:20:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 10:25:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 10:30:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 10:35:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 10:40:00+00:00, sleeping for 298.0s
Finished analysing 2022-06-01 10:45:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 10:50:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 10:55:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:00:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:05:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:10:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:15:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:20:00+00:00, sleeping for 197.0s
Finished analysing 2022-06-01 11:25:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:30:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:35:00+00:00, sleeping for 298.0s
Finished analysing 2022-06-01 11:40:00+00:00, sleeping for 299.0s
Finished analysing 2022-06-01 11:45:00+00:00, sleeping for 299.0s
Starting up run ID BF8E65: interval=5m, run_type=prod
Finished analysing 2022-06-01 11:55:00+00:00, sleeping for 291.0s
Starting up run ID D3C4BB: interval=5m, run_type=prod
Finished analysing 2022-06-01 13:05:00+00:00, sleeping for 259.0s
Finished analysing 2022-06-01 13:10:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 13:15:00+00:00, sleeping for 290.0s
Starting up run ID D238FE: interval=5m, run_type=prod
Starting up run ID 10A1A2: interval=5m, run_type=paper
Finished analysing 2022-06-01 13:15:00+00:00, sleeping for 382.0s
Finished analysing 2022-06-01 13:20:00+00:00, sleeping for 324.0s
Finished analysing 2022-06-01 13:25:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-01 13:25:00+00:00, sleeping for 277.0s
Finished analysing 2022-06-01 13:30:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 13:30:00+00:00, sleeping for 276.0s
Finished analysing 2022-06-01 13:35:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 13:35:00+00:00, sleeping for 276.0s
Finished analysing 2022-06-01 13:40:00+00:00, sleeping for 285.0s
Finished analysing 2022-06-01 13:40:00+00:00, sleeping for 274.0s
Finished analysing 2022-06-01 13:45:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 13:45:00+00:00, sleeping for 277.0s
Finished analysing 2022-06-01 13:50:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 13:50:00+00:00, sleeping for 277.0s
Finished analysing 2022-06-01 13:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 13:55:00+00:00, sleeping for 277.0s
Starting up run ID FF4F26: interval=5m, run_type=prod
Starting up run ID 87E3E2: interval=5m, run_type=paper
Finished analysing 2022-06-01 14:00:00+00:00, sleeping for 320.0s
Finished analysing 2022-06-01 14:05:00+00:00, sleeping for 289.0s
Starting up run ID 0BD367: interval=5m, run_type=prod
Finished analysing 2022-06-01 14:10:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-01 14:10:00+00:00, sleeping for 276.0s
Finished analysing 2022-06-01 14:15:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:15:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-01 14:20:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:20:00+00:00, sleeping for 289.0s
Finished analysing 2022-06-01 14:25:00+00:00, sleeping for 294.0s
Finished analysing 2022-06-01 14:25:00+00:00, sleeping for 289.0s
Finished analysing 2022-06-01 14:30:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:30:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-01 14:35:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:35:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-01 14:40:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:40:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-01 14:45:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:45:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-01 14:50:00+00:00, sleeping for 293.0s
Finished analysing 2022-06-01 14:50:00+00:00, sleeping for 288.0s
Starting up run ID EB46B3: interval=5m, run_type=back_test
Starting up run ID 0FFBDA: interval=5m, run_type=paper
Starting up run ID 24EE01: interval=5m, run_type=paper
Starting up run ID 2C21F4: interval=5m, run_type=paper
Starting up run ID AD21A9: interval=5m, run_type=paper
Finished analysing 2022-06-03 00:00:00+00:00, sleeping for 177.0s
Starting up run ID DB65D8: interval=5m, run_type=paper
Starting up run ID 46F8E7: interval=5m, run_type=paper
Starting up run ID 20D368: interval=5m, run_type=paper
Finished analysing 2022-06-03 00:10:00+00:00, sleeping for 107.0s
Finished analysing 2022-06-03 00:15:00+00:00, sleeping for 284.0s
Finished analysing 2022-06-03 00:20:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 00:25:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-03 00:30:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 00:35:00+00:00, sleeping for 286.0s
Finished analysing 2022-06-03 00:40:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 00:45:00+00:00, sleeping for 285.0s
Finished analysing 2022-06-03 00:50:00+00:00, sleeping for 286.0s
Finished analysing 2022-06-03 00:55:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-03 01:00:00+00:00, sleeping for 285.0s
Finished analysing 2022-06-03 01:05:00+00:00, sleeping for 283.0s
Finished analysing 2022-06-03 01:10:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 01:15:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 01:20:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-03 01:25:00+00:00, sleeping for 280.0s
Finished analysing 2022-06-03 01:30:00+00:00, sleeping for 276.0s
Finished analysing 2022-06-03 01:35:00+00:00, sleeping for 278.0s
Finished analysing 2022-06-03 01:40:00+00:00, sleeping for 278.0s
Finished analysing 2022-06-03 01:45:00+00:00, sleeping for 274.0s
Finished analysing 2022-06-03 01:50:00+00:00, sleeping for 269.0s
Finished analysing 2022-06-03 01:55:00+00:00, sleeping for 271.0s
Finished analysing 2022-06-03 02:00:00+00:00, sleeping for 288.0s
Starting up run ID 145D9F: interval=5m, run_type=paper
Starting up run ID 69936C: interval=5m, run_type=paper
Starting up run ID 64B89A: interval=5m, run_type=paper
Starting up run ID F19618: interval=5m, run_type=paper
Finished analysing 2022-06-03 02:25:00+00:00, sleeping for 177.0s
Finished analysing 2022-06-03 02:30:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-03 02:35:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 02:40:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 02:45:00+00:00, sleeping for 288.0s
Finished analysing 2022-06-03 02:50:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 02:55:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 03:00:00+00:00, sleeping for 280.0s
Finished analysing 2022-06-03 03:05:00+00:00, sleeping for 277.0s
Finished analysing 2022-06-03 03:10:00+00:00, sleeping for 278.0s
Finished analysing 2022-06-03 03:15:00+00:00, sleeping for 280.0s
Finished analysing 2022-06-03 03:20:00+00:00, sleeping for 281.0s
Finished analysing 2022-06-03 03:25:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 03:30:00+00:00, sleeping for 284.0s
Finished analysing 2022-06-03 03:35:00+00:00, sleeping for 286.0s
Finished analysing 2022-06-03 03:40:00+00:00, sleeping for 285.0s
Finished analysing 2022-06-03 03:45:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 03:50:00+00:00, sleeping for 282.0s
Finished analysing 2022-06-03 03:55:00+00:00, sleeping for 280.0s
Finished analysing 2022-06-03 04:00:00+00:00, sleeping for 281.0s
Finished analysing 2022-06-03 04:05:00+00:00, sleeping for 281.0s
Finished analysing 2022-06-03 04:10:00+00:00, sleeping for 277.0s
Finished analysing 2022-06-03 04:15:00+00:00, sleeping for 281.0s
Finished analysing 2022-06-03 04:20:00+00:00, sleeping for 282.0s
Finished analysing 2022-06-03 04:25:00+00:00, sleeping for 273.0s
Finished analysing 2022-06-03 04:30:00+00:00, sleeping for 272.0s
Finished analysing 2022-06-03 04:35:00+00:00, sleeping for 262.0s
Finished analysing 2022-06-03 04:40:00+00:00, sleeping for 265.0s
Finished analysing 2022-06-03 04:45:00+00:00, sleeping for 264.0s
Finished analysing 2022-06-03 04:50:00+00:00, sleeping for 264.0s
Finished analysing 2022-06-03 04:55:00+00:00, sleeping for 264.0s
Finished analysing 2022-06-03 05:00:00+00:00, sleeping for 266.0s
Finished analysing 2022-06-03 05:05:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 05:10:00+00:00, sleeping for 287.0s
Finished analysing 2022-06-03 05:15:00+00:00, sleeping for 286.0s
Starting up run ID 0D4E7B: interval=5m, run_type=paper
Finished analysing 2022-06-03 05:40:00+00:00, sleeping for 328.0s
Finished analysing 2022-06-03 05:45:00+00:00, sleeping for 210.0s
Finished analysing 2022-06-03 05:50:00+00:00, sleeping for 275.0s
Finished analysing 2022-06-03 05:55:00+00:00, sleeping for 275.0s
Finished analysing 2022-06-03 06:00:00+00:00, sleeping for 271.0s
Finished analysing 2022-06-03 06:05:00+00:00, sleeping for 274.0s
Finished analysing 2022-06-03 06:10:00+00:00, sleeping for 271.0s
Starting up run ID DE404A: interval=5m, run_type=paper
Starting up run ID 1240A2: interval=5m, run_type=paper
